session_id,student_id,tutor_id,subject_id,stamp,duration,status
42,17,0,1,2020-10-05 15:00:00,1.0,1
43,0,0,1,2020-10-06 15:00:00,1.0,2
44,5,0,1,2020-10-06 16:00:00,1.0,0
45,15,0,1,2020-10-08 16:00:00,1.0,0
46,22,0,2,2020-10-09 16:00:00,1.0,0
47,2,0,3,2020-10-10 16:00:00,1.0,0
48,23,0,1,2020-10-10 17:00:00,2.0,0
49,17,0,1,2020-10-12 15:00:00,1.0,0
50,20,0,1,2020-10-12 14:00:00,1.0,0
51,0,0,1,2020-10-13 15:00:00,1.0,0
52,5,0,1,2020-10-13 16:00:00,1.0,0
53,24,0,2,2020-10-13 13:00:00,1.0,0
54,15,0,1,2020-10-15 16:00:00,1.0,0
55,25,0,2,2020-10-15 14:00:00,1.0,0
56,23,0,1,2020-10-17 17:00:00,2.0,0
57,26,0,3,2020-10-17 16:00:00,1.5,0
58,17,0,1,2020-10-19 15:00:00,1.0,0
59,0,0,1,2020-10-20 15:00:00,1.0,0
60,5,0,1,2020-10-20 16:00:00,1.0,0
61,15,0,1,2020-10-22 16:00:00,1.0,0
62,27,0,1,2020-10-22 15:00:00,1.0,0
63,25,0,2,2020-10-23 17:00:00,1.0,0
64,23,0,1,2020-10-24 17:00:00,2.0,2
65,28,0,2,2020-10-24 15:00:00,1.0,0
66,29,0,1,2020-10-25 15:00:00,2.0,0
67,17,0,1,2020-10-26 15:00:00,1.0,0
68,30,0,2,2020-10-26 13:00:00,1.0,0
69,0,0,1,2020-10-27 15:00:00,1.0,0
70,5,0,1,2020-10-27 16:00:00,1.0,0
71,31,0,2,2020-10-27 13:00:00,1.5,0
72,14,0,4,2020-10-28 15:00:00,1.0,0
73,15,0,1,2020-10-29 16:00:00,1.0,1
74,27,0,1,2020-10-29 15:00:00,1.0,0
75,24,0,1,2020-10-30 17:00:00,1.0,0
76,32,0,1,2020-10-30 18:00:00,1.0,0
77,23,0,1,2020-10-31 17:00:00,2.0,1
78,11,0,6,2020-11-01 14:00:00,1.0,0
79,29,0,1,2020-11-01 15:00:00,2.0,0
80,33,0,3,2020-11-01 13:00:00,1.0,0
81,16,0,2,2020-11-02 17:00:00,1.0,0
82,17,0,1,2020-11-02 15:00:00,1.0,0
83,34,0,2,2020-11-02 15:00:00,1.0,0
84,0,0,1,2020-11-03 15:00:00,1.0,0
85,5,0,1,2020-11-03 16:00:00,1.0,0
86,15,0,1,2020-11-05 16:00:00,1.0,2
87,27,0,1,2020-11-05 15:00:00,1.0,0
88,32,0,1,2020-11-06 18:00:00,1.0,1
89,23,0,1,2020-11-07 17:00:00,2.0,2
90,29,0,1,2020-11-08 15:00:00,2.0,0
91,17,0,1,2020-11-09 15:00:00,1.0,0
92,0,0,1,2020-11-10 15:00:00,1.0,0
93,5,0,1,2020-11-10 16:00:00,1.0,0
94,35,0,4,2020-11-11 13:00:00,1.0,0
95,15,0,1,2020-11-12 16:00:00,1.0,0
96,27,0,1,2020-11-12 15:00:00,1.0,0
97,32,0,1,2020-11-13 18:00:00,1.0,2
98,23,0,1,2020-11-14 17:00:00,2.0,0
99,36,0,2,2020-11-14 13:00:00,2.0,0
100,28,0,2,2020-11-15 14:00:00,1.0,0
101,29,0,1,2020-11-15 15:00:00,2.0,0
102,37,0,2,2020-11-15 14:00:00,1.0,0
103,17,0,1,2020-11-16 15:00:00,1.0,0
104,38,0,2,2020-11-16 14:00:00,2.0,0
105,0,0,1,2020-11-17 15:00:00,1.0,0
106,5,0,1,2020-11-17 16:00:00,1.0,0
107,39,0,6,2020-11-17 16:00:00,1.0,0
108,40,0,2,2020-11-18 17:00:00,1.0,0
109,15,0,1,2020-11-19 16:00:00,1.0,0
110,27,0,1,2020-11-19 15:00:00,1.0,0
111,6,0,2,2020-11-20 18:00:00,1.0,0
112,30,0,2,2020-11-20 17:00:00,1.0,0
113,32,0,1,2020-11-20 18:00:00,1.0,0
114,41,1,4,2020-11-20 16:00:00,1.5,0
115,23,0,1,2020-11-21 17:00:00,2.0,0
116,42,1,1,2020-11-21 17:00:00,1.0,0
117,29,0,1,2020-11-22 15:00:00,2.0,0
118,43,0,4,2020-11-22 14:00:00,1.5,0
119,17,0,1,2020-11-23 15:00:00,1.0,0
120,0,0,1,2020-11-24 15:00:00,1.0,1
121,5,0,1,2020-11-24 16:00:00,1.0,0
122,44,0,1,2020-11-24 18:00:00,2.0,0
123,15,0,1,2020-11-26 16:00:00,1.0,0
124,27,0,1,2020-11-26 15:00:00,1.0,1
125,45,0,2,2020-11-26 18:00:00,1.0,0
126,32,0,1,2020-11-27 18:00:00,1.0,0
127,46,0,2,2020-11-27 15:00:00,1.5,0
128,9,0,2,2020-11-28 13:00:00,1.0,0
129,23,0,1,2020-11-28 17:00:00,2.0,0
130,42,1,1,2020-11-28 17:00:00,1.0,2
131,29,0,1,2020-11-29 15:00:00,2.0,0
132,47,1,2,2020-11-29 13:00:00,1.0,0
133,17,0,1,2020-11-30 15:00:00,1.0,0
134,48,1,2,2020-11-30 18:00:00,1.0,0
135,0,0,1,2020-12-01 15:00:00,1.0,0
136,5,0,1,2020-12-01 16:00:00,1.0,0
137,40,0,2,2020-12-01 17:00:00,1.0,0
138,44,0,1,2020-12-01 18:00:00,2.0,0
139,15,0,1,2020-12-03 16:00:00,1.0,0
140,27,0,1,2020-12-03 15:00:00,1.0,2
141,39,0,2,2020-12-03 17:00:00,1.0,0
142,4,0,4,2020-12-04 17:00:00,1.0,0
143,32,0,1,2020-12-04 18:00:00,1.0,0
144,23,0,1,2020-12-05 17:00:00,2.0,0
145,42,1,1,2020-12-05 17:00:00,1.0,2
146,29,0,1,2020-12-06 15:00:00,2.0,0
147,17,0,1,2020-12-07 15:00:00,1.0,0
148,0,0,1,2020-12-08 15:00:00,1.0,0
149,5,0,1,2020-12-08 16:00:00,1.0,0
150,44,0,1,2020-12-08 18:00:00,2.0,0
151,15,0,1,2020-12-10 16:00:00,1.0,0
152,27,0,1,2020-12-10 15:00:00,1.0,0
153,32,0,1,2020-12-11 18:00:00,1.0,0
154,18,0,1,2020-12-12 18:00:00,1.0,0
155,23,0,1,2020-12-12 17:00:00,2.0,0
156,42,1,1,2020-12-12 17:00:00,1.0,1
157,49,1,2,2020-12-12 14:00:00,1.0,0
158,29,0,1,2020-12-13 15:00:00,2.0,0
159,17,0,1,2020-12-14 15:00:00,1.0,0
160,50,1,1,2020-12-14 14:00:00,1.0,0
161,0,0,1,2020-12-15 15:00:00,1.0,0
162,5,0,1,2020-12-15 16:00:00,1.0,0
163,44,0,1,2020-12-15 18:00:00,2.0,0
164,15,0,1,2020-12-17 16:00:00,1.0,0
165,27,0,1,2020-12-17 15:00:00,1.0,1
166,36,0,2,2020-12-17 14:00:00,2.0,0
167,51,1,2,2020-12-17 14:00:00,1.0,0
168,32,0,1,2020-12-18 18:00:00,1.0,1
169,23,0,1,2020-12-19 17:00:00,2.0,0
170,33,0,1,2020-12-19 15:00:00,1.0,0
171,42,1,1,2020-12-19 17:00:00,1.0,0
172,29,0,1,2020-12-20 15:00:00,2.0,2
173,17,0,1,2020-12-21 15:00:00,1.0,0
174,50,1,1,2020-12-21 14:00:00,1.0,1
175,0,0,1,2020-12-22 15:00:00,1.0,2
176,5,0,1,2020-12-22 16:00:00,1.0,0
177,44,0,1,2020-12-22 18:00:00,2.0,0
178,46,0,1,2020-12-23 16:00:00,1.5,0
179,52,1,2,2020-12-23 13:00:00,1.0,0
180,15,0,1,2020-12-24 16:00:00,1.0,0
181,26,0,3,2020-12-24 17:00:00,1.5,0
182,27,0,1,2020-12-24 15:00:00,1.0,0
183,53,1,2,2020-12-24 16:00:00,1.0,0
184,32,0,1,2020-12-25 18:00:00,1.0,0
185,54,1,1,2020-12-25 16:00:00,1.0,0
186,23,0,1,2020-12-26 17:00:00,2.0,0
187,42,1,1,2020-12-26 17:00:00,1.0,0
188,29,0,1,2020-12-27 15:00:00,2.0,0
189,17,0,1,2020-12-28 15:00:00,1.0,0
190,50,1,1,2020-12-28 14:00:00,1.0,0
191,0,0,1,2020-12-29 15:00:00,1.0,0
192,5,0,1,2020-12-29 16:00:00,1.0,0
193,44,0,1,2020-12-29 18:00:00,2.0,0
194,55,1,6,2020-12-30 17:00:00,2.0,0
195,15,0,1,2020-12-31 16:00:00,1.0,0
196,27,0,1,2020-12-31 15:00:00,1.0,0
197,32,0,1,2021-01-01 18:00:00,1.0,2
198,54,1,1,2021-01-01 16:00:00,1.0,2
199,23,0,1,2021-01-02 17:00:00,2.0,0
200,42,1,1,2021-01-02 17:00:00,1.0,0
201,29,0,1,2021-01-03 15:00:00,2.0,0
202,17,0,1,2021-01-04 15:00:00,1.0,0
203,44,0,1,2021-01-05 18:00:00,2.0,2
204,55,1,6,2021-01-06 17:00:00,2.0,0
205,56,1,4,2021-01-06 16:00:00,1.0,0
206,15,0,1,2021-01-07 16:00:00,1.0,2
207,27,0,1,2021-01-07 15:00:00,1.0,0
208,32,0,1,2021-01-08 18:00:00,1.0,0
209,54,1,1,2021-01-08 16:00:00,1.0,1
210,57,1,2,2021-01-08 17:00:00,1.0,0
211,23,0,1,2021-01-09 17:00:00,2.0,0
212,42,1,1,2021-01-09 17:00:00,1.0,2
213,29,0,1,2021-01-10 15:00:00,2.0,1
214,58,1,2,2021-01-10 15:00:00,1.0,0
215,17,0,1,2021-01-11 15:00:00,1.0,0
216,44,0,1,2021-01-12 18:00:00,2.0,0
217,55,1,6,2021-01-13 17:00:00,2.0,0
218,56,1,4,2021-01-13 16:00:00,1.0,0
219,59,1,4,2021-01-13 16:00:00,1.0,0
220,15,0,1,2021-01-14 16:00:00,1.0,2
221,27,0,1,2021-01-14 15:00:00,1.0,0
222,32,0,1,2021-01-15 18:00:00,1.0,2
223,54,1,1,2021-01-15 16:00:00,1.0,0
224,57,1,2,2021-01-15 17:00:00,1.0,0
225,23,0,1,2021-01-16 17:00:00,2.0,0
226,42,1,1,2021-01-16 17:00:00,1.0,0
227,29,0,1,2021-01-17 15:00:00,2.0,0
228,58,1,2,2021-01-17 15:00:00,1.0,0
229,60,1,1,2021-01-17 13:00:00,1.0,0
230,17,0,1,2021-01-18 15:00:00,1.0,0
231,44,0,1,2021-01-19 18:00:00,2.0,0
232,55,1,6,2021-01-20 17:00:00,2.0,1
233,56,1,4,2021-01-20 16:00:00,1.0,0
234,59,1,4,2021-01-20 16:00:00,1.0,0
235,15,0,1,2021-01-21 16:00:00,1.0,0
236,27,0,1,2021-01-21 15:00:00,1.0,0
237,32,0,1,2021-01-22 18:00:00,1.0,0
238,54,1,1,2021-01-22 16:00:00,1.0,0
239,57,1,2,2021-01-22 17:00:00,1.0,0
240,23,0,1,2021-01-23 17:00:00,2.0,2
241,42,1,1,2021-01-23 17:00:00,1.0,2
242,61,1,5,2021-01-23 15:00:00,1.0,0
243,29,0,1,2021-01-24 15:00:00,2.0,0
244,58,1,2,2021-01-24 15:00:00,1.0,0
245,60,1,1,2021-01-24 13:00:00,1.0,1
246,17,0,1,2021-01-25 15:00:00,1.0,0
247,44,0,1,2021-01-26 18:00:00,2.0,1
248,55,1,6,2021-01-27 17:00:00,2.0,0
249,56,1,4,2021-01-27 16:00:00,1.0,2
250,59,1,4,2021-01-27 16:00:00,1.0,2
251,27,0,1,2021-01-28 15:00:00,1.0,1
252,32,0,1,2021-01-29 18:00:00,1.0,0
253,54,1,1,2021-01-29 16:00:00,1.0,0
254,57,1,2,2021-01-29 17:00:00,1.0,0
255,23,0,1,2021-01-30 17:00:00,2.0,0
256,42,1,1,2021-01-30 17:00:00,1.0,2
257,61,1,5,2021-01-30 15:00:00,1.0,0
258,62,1,2,2021-01-30 17:00:00,1.0,0
259,29,0,1,2021-01-31 15:00:00,2.0,1
260,58,1,2,2021-01-31 15:00:00,1.0,0
261,60,1,1,2021-01-31 13:00:00,1.0,0
262,63,1,2,2021-02-01 13:00:00,1.0,0
263,44,0,1,2021-02-02 18:00:00,2.0,0
264,55,1,6,2021-02-03 17:00:00,2.0,0
265,56,1,4,2021-02-03 16:00:00,1.0,2
266,59,1,4,2021-02-03 16:00:00,1.0,0
267,27,0,1,2021-02-04 15:00:00,1.0,0
268,64,1,3,2021-02-04 14:00:00,1.0,0
269,32,0,1,2021-02-05 18:00:00,1.0,0
270,54,1,1,2021-02-05 16:00:00,1.0,0
271,57,1,2,2021-02-05 17:00:00,1.0,0
272,23,0,1,2021-02-06 17:00:00,2.0,0
273,42,1,1,2021-02-06 17:00:00,1.0,0
274,61,1,5,2021-02-06 15:00:00,1.0,0
275,62,1,2,2021-02-06 17:00:00,1.0,1
276,29,0,1,2021-02-07 15:00:00,2.0,0
277,58,1,2,2021-02-07 15:00:00,1.0,2
278,60,1,1,2021-02-07 13:00:00,1.0,0
279,65,1,2,2021-02-07 14:00:00,1.0,0
280,63,1,2,2021-02-08 13:00:00,1.0,0
281,66,1,4,2021-02-08 17:00:00,1.0,0
282,44,0,1,2021-02-09 18:00:00,2.0,2
283,55,1,6,2021-02-10 17:00:00,2.0,0
284,56,1,4,2021-02-10 16:00:00,1.0,0
285,59,1,4,2021-02-10 16:00:00,1.0,0
286,67,1,1,2021-02-10 16:00:00,1.0,0
287,27,0,1,2021-02-11 15:00:00,1.0,0
288,64,1,3,2021-02-11 14:00:00,1.0,0
289,32,0,1,2021-02-12 18:00:00,1.0,2
290,54,1,1,2021-02-12 16:00:00,1.0,1
291,57,1,2,2021-02-12 17:00:00,1.0,0
292,23,0,1,2021-02-13 17:00:00,2.0,0
293,42,1,1,2021-02-13 17:00:00,1.0,0
294,61,1,5,2021-02-13 15:00:00,1.0,0
295,62,1,2,2021-02-13 17:00:00,1.0,0
296,68,1,4,2021-02-13 13:00:00,1.0,0
297,29,0,1,2021-02-14 15:00:00,2.0,0
298,58,1,2,2021-02-14 15:00:00,1.0,0
299,60,1,1,2021-02-14 13:00:00,1.0,1
300,65,1,2,2021-02-14 14:00:00,1.0,0
301,63,1,2,2021-02-15 13:00:00,1.0,0
302,66,1,4,2021-02-15 17:00:00,1.0,0
303,44,0,1,2021-02-16 18:00:00,2.0,0
304,55,1,6,2021-02-17 17:00:00,2.0,0
305,56,1,4,2021-02-17 16:00:00,1.0,2
306,59,1,4,2021-02-17 16:00:00,1.0,0
307,67,1,1,2021-02-17 16:00:00,1.0,0
308,27,0,1,2021-02-18 15:00:00,1.0,0
309,64,1,3,2021-02-18 14:00:00,1.0,0
310,69,1,3,2021-02-18 15:00:00,1.0,0
311,32,0,1,2021-02-19 18:00:00,1.0,0
312,57,1,2,2021-02-19 17:00:00,1.0,1
313,70,1,5,2021-02-19 18:00:00,1.0,0
314,42,1,1,2021-02-20 17:00:00,1.0,0
315,61,1,5,2021-02-20 15:00:00,1.0,0
316,62,1,2,2021-02-20 17:00:00,1.0,0
317,68,1,4,2021-02-20 13:00:00,1.0,1
318,71,1,2,2021-02-20 16:00:00,1.0,0
319,29,0,1,2021-02-21 15:00:00,2.0,1
320,58,1,2,2021-02-21 15:00:00,1.0,2
321,60,1,1,2021-02-21 13:00:00,1.0,0
322,65,1,2,2021-02-21 14:00:00,1.0,0
323,63,1,2,2021-02-22 13:00:00,1.0,0
324,66,1,4,2021-02-22 17:00:00,1.0,2
325,44,0,1,2021-02-23 18:00:00,2.0,2
326,55,1,6,2021-02-24 17:00:00,2.0,0
327,56,1,4,2021-02-24 16:00:00,1.0,0
328,59,1,4,2021-02-24 16:00:00,1.0,0
329,67,1,1,2021-02-24 16:00:00,1.0,0
330,27,0,1,2021-02-25 15:00:00,1.0,0
331,64,1,3,2021-02-25 14:00:00,1.0,0
332,69,1,3,2021-02-25 15:00:00,1.0,0
333,32,0,1,2021-02-26 18:00:00,1.0,0
334,57,1,2,2021-02-26 17:00:00,1.0,0
335,70,1,5,2021-02-26 18:00:00,1.0,0
336,72,1,2,2021-02-26 15:00:00,1.0,0
337,42,1,1,2021-02-27 17:00:00,1.0,1
338,61,1,5,2021-02-27 15:00:00,1.0,0
339,62,1,2,2021-02-27 17:00:00,1.0,0
340,68,1,4,2021-02-27 13:00:00,1.0,1
341,71,1,2,2021-02-27 16:00:00,1.0,0
342,29,0,1,2021-02-28 15:00:00,2.0,0
343,58,1,2,2021-02-28 15:00:00,1.0,1
344,60,1,1,2021-02-28 13:00:00,1.0,0
345,65,1,2,2021-02-28 14:00:00,1.0,0
346,63,1,2,2021-03-01 13:00:00,1.0,0
347,66,1,4,2021-03-01 17:00:00,1.0,0
348,44,0,1,2021-03-02 18:00:00,2.0,0
349,55,1,6,2021-03-03 17:00:00,2.0,1
350,56,1,4,2021-03-03 16:00:00,1.0,2
351,59,1,4,2021-03-03 16:00:00,1.0,0
352,67,1,1,2021-03-03 16:00:00,1.0,0
353,73,1,2,2021-03-03 16:00:00,1.0,0
354,64,1,3,2021-03-04 14:00:00,1.0,0
355,69,1,3,2021-03-04 15:00:00,1.0,0
356,32,0,1,2021-03-05 18:00:00,1.0,0
357,57,1,2,2021-03-05 17:00:00,1.0,0
358,70,1,5,2021-03-05 18:00:00,1.0,2
359,72,1,2,2021-03-05 15:00:00,1.0,2
360,42,1,1,2021-03-06 17:00:00,1.0,0
361,61,1,5,2021-03-06 15:00:00,1.0,0
362,62,1,2,2021-03-06 17:00:00,1.0,0
363,68,1,4,2021-03-06 13:00:00,1.0,0
364,71,1,2,2021-03-06 16:00:00,1.0,0
365,58,1,2,2021-03-07 15:00:00,1.0,0
366,60,1,1,2021-03-07 13:00:00,1.0,0
367,65,1,2,2021-03-07 14:00:00,1.0,0
368,74,0,1,2021-03-07 14:00:00,1.0,0
369,63,1,2,2021-03-08 13:00:00,1.0,0
370,66,1,4,2021-03-08 17:00:00,1.0,0
371,75,1,1,2021-03-08 18:00:00,1.0,0
372,44,0,1,2021-03-09 18:00:00,2.0,0
373,55,1,6,2021-03-10 17:00:00,2.0,0
374,56,1,4,2021-03-10 16:00:00,1.0,0
375,59,1,4,2021-03-10 16:00:00,1.0,0
376,67,1,1,2021-03-10 16:00:00,1.0,0
377,73,1,2,2021-03-10 16:00:00,1.0,0
378,76,1,3,2021-03-10 15:00:00,1.0,0
379,64,1,3,2021-03-11 14:00:00,1.0,1
380,69,1,3,2021-03-11 15:00:00,1.0,0
381,57,1,2,2021-03-12 17:00:00,1.0,0
382,70,1,5,2021-03-12 18:00:00,1.0,0
383,72,1,2,2021-03-12 15:00:00,1.0,0
384,77,1,4,2021-03-12 13:00:00,1.0,0
385,42,1,1,2021-03-13 17:00:00,1.0,0
386,61,1,5,2021-03-13 15:00:00,1.0,1
387,62,1,2,2021-03-13 17:00:00,1.0,0
388,68,1,4,2021-03-13 13:00:00,1.0,0
389,71,1,2,2021-03-13 16:00:00,1.0,0
390,58,1,2,2021-03-14 15:00:00,1.0,0
391,60,1,1,2021-03-14 13:00:00,1.0,0
392,65,1,2,2021-03-14 14:00:00,1.0,0
393,74,0,1,2021-03-14 14:00:00,1.0,0
394,63,1,2,2021-03-15 13:00:00,1.0,0
395,66,1,4,2021-03-15 17:00:00,1.0,0
396,75,1,1,2021-03-15 18:00:00,1.0,0
397,44,0,1,2021-03-16 18:00:00,2.0,0
398,55,1,6,2021-03-17 17:00:00,2.0,0
399,56,1,4,2021-03-17 16:00:00,1.0,2
400,59,1,4,2021-03-17 16:00:00,1.0,0
401,67,1,1,2021-03-17 16:00:00,1.0,0
402,73,1,2,2021-03-17 16:00:00,1.0,0
403,76,1,3,2021-03-17 15:00:00,1.0,0
404,64,1,3,2021-03-18 14:00:00,1.0,1
405,69,1,3,2021-03-18 15:00:00,1.0,0
406,57,1,2,2021-03-19 17:00:00,1.0,0
407,70,1,5,2021-03-19 18:00:00,1.0,0
408,72,1,2,2021-03-19 15:00:00,1.0,2
409,77,1,4,2021-03-19 13:00:00,1.0,0
410,42,1,1,2021-03-20 17:00:00,1.0,0
411,61,1,5,2021-03-20 15:00:00,1.0,0
412,62,1,2,2021-03-20 17:00:00,1.0,0
413,68,1,4,2021-03-20 13:00:00,1.0,0
414,71,1,2,2021-03-20 16:00:00,1.0,1
415,78,1,2,2021-03-20 15:00:00,1.0,0
416,58,1,2,2021-03-21 15:00:00,1.0,1
417,60,1,1,2021-03-21 13:00:00,1.0,0
418,65,1,2,2021-03-21 14:00:00,1.0,0
419,74,0,1,2021-03-21 14:00:00,1.0,0
420,63,1,2,2021-03-22 13:00:00,1.0,0
421,66,1,4,2021-03-22 17:00:00,1.0,0
422,75,1,1,2021-03-22 18:00:00,1.0,0
423,44,0,1,2021-03-23 18:00:00,2.0,0
424,55,1,6,2021-03-24 17:00:00,2.0,0
425,56,1,4,2021-03-24 16:00:00,1.0,0
426,59,1,4,2021-03-24 16:00:00,1.0,2
427,67,1,1,2021-03-24 16:00:00,1.0,0
428,73,1,2,2021-03-24 16:00:00,1.0,0
429,76,1,3,2021-03-24 15:00:00,1.0,0
430,79,0,2,2021-03-24 13:00:00,1.0,0
431,64,1,3,2021-03-25 14:00:00,1.0,0
432,69,1,3,2021-03-25 15:00:00,1.0,0
433,57,1,2,2021-03-26 17:00:00,1.0,0
434,70,1,5,2021-03-26 18:00:00,1.0,0
435,72,1,2,2021-03-26 15:00:00,1.0,0
436,77,1,4,2021-03-26 13:00:00,1.0,0
437,42,1,1,2021-03-27 17:00:00,1.0,2
438,61,1,5,2021-03-27 15:00:00,1.0,0
439,62,1,2,2021-03-27 17:00:00,1.0,0
440,68,1,4,2021-03-27 13:00:00,1.0,2
441,71,1,2,2021-03-27 16:00:00,1.0,0
442,78,1,2,2021-03-27 15:00:00,1.0,0
443,58,1,2,2021-03-28 15:00:00,1.0,0
444,60,1,1,2021-03-28 13:00:00,1.0,0
445,65,1,2,2021-03-28 14:00:00,1.0,0
446,74,0,1,2021-03-28 14:00:00,1.0,0
447,63,1,2,2021-03-29 13:00:00,1.0,0
448,66,1,4,2021-03-29 17:00:00,1.0,0
449,75,1,1,2021-03-29 18:00:00,1.0,0
450,80,1,1,2021-03-29 14:00:00,1.0,0
451,44,0,1,2021-03-30 18:00:00,2.0,0
452,55,1,6,2021-03-31 17:00:00,2.0,0
453,56,1,4,2021-03-31 16:00:00,1.0,0
454,59,1,4,2021-03-31 16:00:00,1.0,1
455,67,1,1,2021-03-31 16:00:00,1.0,0
456,73,1,2,2021-03-31 16:00:00,1.0,0
457,76,1,3,2021-03-31 15:00:00,1.0,0
458,79,0,2,2021-03-31 13:00:00,1.0,0
459,64,1,3,2021-04-01 14:00:00,1.0,2
460,69,1,3,2021-04-01 15:00:00,1.0,0
461,57,1,2,2021-04-02 17:00:00,1.0,0
462,70,1,5,2021-04-02 18:00:00,1.0,0
463,72,1,2,2021-04-02 15:00:00,1.0,0
464,77,1,4,2021-04-02 13:00:00,1.0,0
465,81,0,1,2021-04-02 16:00:00,1.0,0
466,61,1,5,2021-04-03 15:00:00,1.0,0
467,68,1,4,2021-04-03 13:00:00,1.0,0
468,71,1,2,2021-04-03 16:00:00,1.0,0
469,78,1,2,2021-04-03 15:00:00,1.0,0
470,82,1,2,2021-04-03 18:00:00,2.0,0
471,58,1,2,2021-04-04 15:00:00,1.0,0
472,60,1,1,2021-04-04 13:00:00,1.0,0
473,65,1,2,2021-04-04 14:00:00,1.0,0
474,74,0,1,2021-04-04 14:00:00,1.0,2
475,63,1,2,2021-04-05 13:00:00,1.0,0
476,66,1,4,2021-04-05 17:00:00,1.0,0
477,75,1,1,2021-04-05 18:00:00,1.0,0
478,80,1,1,2021-04-05 14:00:00,1.0,1
479,83,1,1,2021-04-05 17:00:00,1.0,0
480,55,1,6,2021-04-07 17:00:00,2.0,0
481,56,1,4,2021-04-07 16:00:00,1.0,0
482,59,1,4,2021-04-07 16:00:00,1.0,0
483,67,1,1,2021-04-07 16:00:00,1.0,0
484,73,1,2,2021-04-07 16:00:00,1.0,1
485,76,1,3,2021-04-07 15:00:00,1.0,0
486,79,0,2,2021-04-07 13:00:00,1.0,0
487,64,1,3,2021-04-08 14:00:00,1.0,0
488,69,1,3,2021-04-08 15:00:00,1.0,1
489,84,1,1,2021-04-08 16:00:00,1.0,0
490,57,1,2,2021-04-09 17:00:00,1.0,1
491,70,1,5,2021-04-09 18:00:00,1.0,0
492,72,1,2,2021-04-09 15:00:00,1.0,0
493,77,1,4,2021-04-09 13:00:00,1.0,1
494,81,0,1,2021-04-09 16:00:00,1.0,0
495,61,1,5,2021-04-10 15:00:00,1.0,0
496,68,1,4,2021-04-10 13:00:00,1.0,2
497,71,1,2,2021-04-10 16:00:00,1.0,0
498,78,1,2,2021-04-10 15:00:00,1.0,1
499,82,1,2,2021-04-10 18:00:00,2.0,0
500,58,1,2,2021-04-11 15:00:00,1.0,0
501,60,1,1,2021-04-11 13:00:00,1.0,0
502,65,1,2,2021-04-11 14:00:00,1.0,0
503,74,0,1,2021-04-11 14:00:00,1.0,0
504,63,1,2,2021-04-12 13:00:00,1.0,2
505,66,1,4,2021-04-12 17:00:00,1.0,0
506,75,1,1,2021-04-12 18:00:00,1.0,2
507,80,1,1,2021-04-12 14:00:00,1.0,0
508,83,1,1,2021-04-12 17:00:00,1.0,0
509,85,1,6,2021-04-13 18:00:00,1.0,0
510,55,1,6,2021-04-14 17:00:00,2.0,0
511,56,1,4,2021-04-14 16:00:00,1.0,2
512,59,1,4,2021-04-14 16:00:00,1.0,0
513,67,1,1,2021-04-14 16:00:00,1.0,0
514,73,1,2,2021-04-14 16:00:00,1.0,2
515,76,1,3,2021-04-14 15:00:00,1.0,0
