student_id,subject_id,tutor_id,stamp
204,59,560,2024-10-20 15:00:00
205,30,945,2024-10-29 14:00:00
206,35,265,2024-09-14 14:00:00
207,12,235,2024-08-30 18:00:00
208,34,632,2024-09-18 13:00:00
209,59,564,2024-10-18 14:00:00
210,24,528,2024-09-11 18:00:00
211,42,526,2024-08-29 16:00:00
212,71,284,2024-10-24 17:00:00
213,24,869,2024-09-22 16:00:00
214,39,845,2024-09-23 18:00:00
215,71,462,2024-09-10 16:00:00
216,34,870,2024-07-22 17:00:00
217,34,372,2024-08-22 16:00:00
218,30,407,2024-08-26 18:00:00
219,69,587,2024-08-26 14:00:00
220,59,924,2024-07-25 15:00:00
221,43,554,2024-10-08 18:00:00
222,49,278,2024-10-11 14:00:00
223,12,239,2024-09-15 13:00:00
224,57,383,2024-09-08 17:00:00
225,59,237,2024-06-21 16:00:00
226,35,287,2024-10-22 15:00:00
227,60,888,2024-11-05 16:00:00
228,12,923,2024-06-14 14:00:00
229,49,974,2024-06-04 13:00:00
230,34,487,2024-09-04 15:00:00
231,59,684,2024-06-25 18:00:00
232,35,707,2024-06-03 15:00:00
233,60,310,2024-06-08 17:00:00
234,48,557,2024-05-28 14:00:00
235,72,636,2024-06-11 18:00:00
236,71,378,2024-06-03 15:00:00
237,48,897,2024-05-25 16:00:00
238,59,616,2024-06-01 13:00:00
239,34,409,2024-05-19 15:00:00
240,45,842,2024-05-12 15:00:00
241,58,332,2024-05-30 15:00:00
242,35,853,2024-05-16 15:00:00
243,42,299,2024-05-24 13:00:00
244,6,574,2024-05-11 13:00:00
245,59,492,2024-04-30 16:00:00
246,57,836,2024-04-14 13:00:00
247,55,968,2024-04-22 17:00:00
248,61,940,2024-04-06 17:00:00
249,18,867,2024-04-03 18:00:00
250,54,513,2024-04-08 15:00:00
251,45,518,2024-04-20 17:00:00
252,12,998,2024-04-02 18:00:00
253,66,916,2024-04-12 16:00:00
254,30,415,2024-03-29 17:00:00
255,9,574,2024-03-24 13:00:00
256,9,831,2024-04-11 18:00:00
257,30,615,2024-03-25 18:00:00
258,6,309,2024-03-27 14:00:00
259,58,953,2024-03-15 17:00:00
260,37,916,2024-03-11 15:00:00
261,48,892,2024-02-29 17:00:00
262,35,772,2024-03-12 17:00:00
263,24,434,2024-03-01 15:00:00
264,54,348,2024-03-14 18:00:00
265,48,326,2024-02-25 17:00:00
266,71,298,2024-02-22 16:00:00
267,51,809,2024-02-22 18:00:00
268,58,438,2024-02-29 16:00:00
269,36,756,2024-02-19 15:00:00
270,51,777,2024-02-24 18:00:00
271,30,866,2024-02-17 13:00:00
272,30,762,2024-01-25 17:00:00
273,34,801,2024-02-01 16:00:00
274,45,847,2024-02-10 13:00:00
275,42,851,2024-02-02 16:00:00
276,72,706,2024-01-31 18:00:00
277,37,857,2024-01-22 15:00:00
278,72,604,2024-01-14 18:00:00
279,71,834,2024-01-12 17:00:00
280,58,475,2024-01-02 14:00:00
281,30,614,2023-12-29 15:00:00
282,58,412,2023-12-31 14:00:00
283,57,454,2024-01-05 15:00:00
284,71,678,2023-12-31 15:00:00
285,58,986,2024-01-10 13:00:00
286,35,648,2024-01-04 16:00:00
287,34,531,2023-12-08 14:00:00
288,71,829,2023-12-29 18:00:00
289,58,704,2023-12-05 18:00:00
290,37,648,2023-12-05 15:00:00
291,59,934,2023-12-17 17:00:00
292,34,590,2023-12-09 15:00:00
293,35,623,2023-12-05 13:00:00
294,59,606,2023-12-08 18:00:00
295,34,841,2023-11-30 14:00:00
296,36,546,2023-11-14 13:00:00
297,48,496,2023-11-25 15:00:00
298,59,633,2023-11-25 13:00:00
299,37,402,2023-11-12 15:00:00
300,34,784,2023-10-26 13:00:00
301,54,392,2023-11-05 18:00:00
302,71,641,2023-11-06 14:00:00
303,42,735,2023-10-28 14:00:00
304,42,507,2023-11-03 17:00:00
305,30,376,2023-10-25 16:00:00
306,69,645,2023-11-01 14:00:00
307,35,579,2023-10-09 17:00:00
308,12,989,2023-10-05 17:00:00
309,71,641,2023-09-30 14:00:00
310,42,673,2023-09-28 16:00:00
311,58,482,2023-10-01 15:00:00
312,30,673,2023-09-21 16:00:00
313,48,606,2023-09-18 18:00:00
314,35,807,2023-10-02 15:00:00
315,12,733,2023-09-19 17:00:00
316,15,413,2023-09-14 13:00:00
317,54,740,2023-09-09 13:00:00
318,54,923,2023-09-16 13:00:00
319,66,350,2023-09-14 15:00:00
320,60,560,2023-10-14 16:00:00
321,58,370,2023-09-07 14:00:00
322,25,869,2023-10-05 18:00:00
323,71,400,2023-08-20 17:00:00
324,3,957,2023-10-29 13:00:00
325,59,454,2023-08-27 15:00:00
326,37,803,2023-08-11 16:00:00
327,36,626,2023-08-14 13:00:00
328,35,405,2023-08-25 17:00:00
329,48,898,2023-10-21 17:00:00
330,6,341,2023-09-05 13:00:00
331,55,734,2023-08-01 16:00:00
332,30,978,2023-09-13 16:00:00
333,18,609,2023-10-18 14:00:00
334,59,661,2023-11-02 14:00:00
335,18,386,2023-11-03 13:00:00
336,61,920,2023-09-10 14:00:00
337,59,338,2023-08-15 18:00:00
338,30,458,2023-07-02 13:00:00
339,6,465,2023-08-11 16:00:00
340,35,900,2023-10-29 16:00:00
341,71,919,2023-06-10 17:00:00
342,54,361,2023-10-30 18:00:00
343,36,990,2023-06-15 13:00:00
344,3,647,2023-08-15 14:00:00
345,60,831,2023-10-08 16:00:00
346,35,698,2023-06-19 18:00:00
347,35,895,2023-05-28 13:00:00
348,57,363,2023-06-02 18:00:00
349,12,785,2023-05-17 16:00:00
350,55,522,2023-05-31 16:00:00
351,71,776,2023-05-26 18:00:00
352,36,812,2023-05-29 14:00:00
353,59,917,2023-05-05 13:00:00
354,24,445,2023-05-10 16:00:00
355,35,687,2023-05-19 14:00:00
356,36,492,2023-05-04 17:00:00
357,39,558,2023-05-01 16:00:00
358,15,889,2023-05-02 15:00:00
359,24,646,2023-04-11 18:00:00
360,58,572,2023-04-07 14:00:00
361,6,570,2023-04-04 16:00:00
362,36,723,2023-04-20 17:00:00
363,42,733,2023-04-16 15:00:00
364,34,794,2023-04-23 15:00:00
365,58,611,2023-04-03 14:00:00
366,34,804,2023-04-07 15:00:00
367,36,888,2023-03-27 14:00:00
368,45,727,2023-03-28 18:00:00
369,66,832,2023-03-20 13:00:00
370,35,466,2023-03-22 18:00:00
371,30,610,2023-03-14 17:00:00
372,18,440,2023-03-11 18:00:00
373,35,754,2023-03-08 17:00:00
374,60,508,2023-03-13 15:00:00
375,42,608,2023-03-12 13:00:00
376,43,906,2023-02-25 18:00:00
377,59,720,2023-02-20 17:00:00
378,59,900,2023-02-20 15:00:00
379,34,568,2023-02-06 16:00:00
380,12,520,2023-02-08 15:00:00
381,34,610,2023-01-30 15:00:00
382,58,788,2023-02-01 15:00:00
383,34,957,2023-01-31 18:00:00
384,58,889,2023-01-12 14:00:00
385,12,591,2023-01-18 18:00:00
386,34,995,2023-01-13 15:00:00
387,72,681,2023-01-17 13:00:00
388,59,475,2023-01-20 15:00:00
389,71,736,2023-01-25 15:00:00
390,71,422,2023-01-12 14:00:00
391,18,405,2023-01-07 18:00:00
392,59,817,2022-12-27 16:00:00
393,59,636,2022-12-26 13:00:00
394,57,752,2023-01-07 14:00:00
395,69,612,2022-12-26 17:00:00
396,61,552,2022-12-20 14:00:00
397,45,771,2022-12-19 17:00:00
398,59,427,2022-12-13 14:00:00
399,69,643,2022-12-16 18:00:00
400,45,670,2022-12-04 17:00:00
401,12,594,2022-12-07 16:00:00
402,34,992,2022-12-07 14:00:00
403,39,492,2022-11-20 13:00:00
404,59,515,2022-11-02 16:00:00
405,59,808,2022-11-11 16:00:00
406,35,876,2022-11-10 14:00:00
407,59,807,2022-11-16 14:00:00
408,34,713,2022-11-02 16:00:00
409,24,795,2022-10-19 15:00:00
410,6,755,2022-10-25 14:00:00
411,42,501,2022-10-31 17:00:00
412,48,499,2022-10-15 18:00:00
413,59,754,2022-10-09 14:00:00
414,35,711,2022-10-21 17:00:00
415,15,815,2022-10-10 15:00:00
416,34,660,2022-09-26 14:00:00
417,34,856,2022-09-30 15:00:00
418,71,683,2022-09-19 13:00:00
419,12,557,2022-09-23 18:00:00
420,35,769,2022-09-13 18:00:00
421,43,994,2022-09-15 17:00:00
422,58,872,2022-08-20 18:00:00
423,3,741,2022-09-12 18:00:00
424,48,695,2022-08-22 14:00:00
425,30,886,2022-10-08 16:00:00
426,45,529,2022-09-20 14:00:00
427,6,692,2022-08-14 15:00:00
428,34,625,2022-10-02 14:00:00
429,30,764,2022-09-14 14:00:00
430,49,508,2022-08-12 15:00:00
431,24,790,2022-08-03 16:00:00
432,25,848,2022-09-13 14:00:00
433,59,775,2022-09-04 17:00:00
434,35,876,2022-09-19 18:00:00
435,36,887,2022-07-20 18:00:00
436,57,671,2022-09-18 18:00:00
437,34,839,2022-10-04 16:00:00
438,39,602,2022-07-14 13:00:00
439,60,951,2022-08-14 15:00:00
440,58,899,2022-09-10 14:00:00
441,51,959,2022-09-02 18:00:00
442,59,478,2022-07-05 14:00:00
443,6,916,2022-07-06 16:00:00
444,49,828,2022-07-07 16:00:00
445,34,687,2022-06-17 14:00:00
446,71,752,2022-08-22 13:00:00
447,39,514,2022-06-27 17:00:00
448,71,699,2022-06-08 16:00:00
449,42,715,2022-10-01 14:00:00
450,39,992,2022-06-08 18:00:00
451,59,576,2022-05-21 17:00:00
452,9,560,2022-05-24 14:00:00
453,36,701,2022-05-20 13:00:00
454,24,898,2022-05-10 18:00:00
455,18,650,2022-05-17 18:00:00
456,71,838,2022-05-17 17:00:00
457,58,641,2022-05-08 16:00:00
458,25,596,2022-05-14 17:00:00
459,6,895,2022-04-24 14:00:00
460,71,818,2022-04-20 15:00:00
461,60,490,2022-04-24 18:00:00
462,15,755,2022-04-23 15:00:00
463,59,969,2022-04-18 13:00:00
464,48,938,2022-03-31 14:00:00
465,59,469,2022-03-26 16:00:00
466,58,651,2022-03-26 15:00:00
467,35,599,2022-04-07 18:00:00
468,59,786,2022-03-24 18:00:00
469,30,703,2022-03-12 13:00:00
470,57,832,2022-03-26 13:00:00
471,60,697,2022-03-20 17:00:00
472,34,539,2022-03-01 15:00:00
473,25,751,2022-02-25 16:00:00
474,54,829,2022-02-25 13:00:00
475,59,836,2022-02-28 18:00:00
476,59,563,2022-03-04 16:00:00
477,30,585,2022-02-23 13:00:00
478,71,683,2022-02-14 14:00:00
479,24,736,2022-02-22 15:00:00
480,58,608,2022-01-27 15:00:00
481,35,967,2022-02-22 17:00:00
482,36,733,2022-02-05 17:00:00
483,60,733,2022-01-29 16:00:00
484,59,873,2022-02-04 14:00:00
485,36,530,2022-01-18 17:00:00
486,35,857,2022-01-20 14:00:00
487,66,788,2022-01-14 18:00:00
488,25,829,2022-01-18 17:00:00
489,59,736,2022-01-01 14:00:00
490,69,552,2022-01-07 14:00:00
491,30,671,2021-12-31 16:00:00
492,55,834,2021-12-19 16:00:00
493,58,962,2021-12-20 15:00:00
494,9,870,2022-01-03 15:00:00
495,3,729,2021-12-02 13:00:00
496,43,817,2021-12-04 17:00:00
497,35,548,2021-12-17 14:00:00
498,59,685,2021-11-25 16:00:00
499,71,854,2021-12-07 18:00:00
500,58,958,2021-11-28 14:00:00
501,30,558,2021-11-29 17:00:00
502,6,670,2021-12-01 16:00:00
503,42,605,2021-11-21 16:00:00
504,49,912,2021-11-06 17:00:00
505,60,981,2021-11-10 17:00:00
506,9,730,2021-11-09 14:00:00
507,48,533,2021-10-28 15:00:00
508,39,718,2021-11-01 15:00:00
509,72,999,2021-10-20 15:00:00
510,61,976,2021-10-07 17:00:00
511,34,573,2021-10-15 16:00:00
512,38,784,2021-10-15 13:00:00
513,12,844,2021-10-10 15:00:00
514,43,673,2021-10-03 16:00:00
515,3,945,2021-09-19 14:00:00
516,71,885,2021-09-17 16:00:00
517,34,868,2021-09-17 18:00:00
518,59,828,2021-09-12 14:00:00
519,39,898,2021-09-20 15:00:00
520,59,905,2021-09-11 18:00:00
521,71,940,2021-10-18 18:00:00
522,49,938,2021-08-31 18:00:00
523,43,947,2021-08-21 17:00:00
524,34,621,2021-09-10 14:00:00
525,24,607,2021-08-19 16:00:00
526,18,939,2021-10-27 17:00:00
527,58,583,2021-08-18 14:00:00
528,51,660,2021-08-03 15:00:00
529,48,793,2021-09-10 18:00:00
530,59,554,2021-08-09 16:00:00
531,58,892,2021-11-07 17:00:00
532,35,917,2021-08-11 13:00:00
533,35,941,2021-09-26 18:00:00
534,71,588,2021-09-30 16:00:00
535,34,538,2021-09-07 16:00:00
536,57,508,2021-11-13 16:00:00
537,12,832,2021-10-19 16:00:00
538,35,950,2021-07-12 16:00:00
539,58,928,2021-10-30 17:00:00
540,55,584,2021-06-26 18:00:00
541,45,680,2021-11-10 16:00:00
542,71,737,2021-06-19 16:00:00
543,59,590,2021-10-11 17:00:00
544,71,710,2021-06-09 17:00:00
545,58,839,2021-06-06 15:00:00
546,59,607,2021-06-08 18:00:00
547,24,928,2021-05-29 18:00:00
548,58,670,2021-05-28 15:00:00
549,35,714,2021-05-26 13:00:00
550,24,823,2021-05-13 15:00:00
551,49,921,2021-05-09 17:00:00
552,72,710,2021-05-19 14:00:00
553,59,890,2021-04-30 17:00:00
554,66,975,2021-04-27 13:00:00
555,34,912,2021-05-01 14:00:00
556,72,685,2021-04-13 16:00:00
557,58,841,2021-04-21 13:00:00
558,51,683,2021-04-11 15:00:00
559,35,804,2021-04-11 17:00:00
560,9,680,2021-04-09 17:00:00
561,25,989,2021-03-29 14:00:00
562,60,848,2021-03-23 16:00:00
563,66,838,2021-03-25 15:00:00
564,15,782,2021-03-15 18:00:00
565,66,975,2021-03-21 16:00:00
566,72,682,2021-03-06 13:00:00
567,66,595,2021-03-08 16:00:00
568,6,587,2021-03-13 14:00:00
569,55,930,2021-02-26 18:00:00
570,18,963,2021-02-11 17:00:00
571,12,729,2021-02-24 13:00:00
572,58,959,2021-02-16 16:00:00
573,69,865,2021-02-20 16:00:00
574,71,594,2021-01-31 16:00:00
575,34,622,2021-02-04 14:00:00
576,42,669,2021-02-05 16:00:00
577,60,992,2021-01-18 16:00:00
578,69,824,2021-01-24 13:00:00
579,57,901,2021-01-05 16:00:00
580,59,935,2021-01-17 18:00:00
581,12,978,2021-01-28 16:00:00
582,18,668,2021-01-17 14:00:00
583,9,770,2020-12-25 13:00:00
584,3,718,2021-01-08 16:00:00
585,58,903,2020-12-27 14:00:00
586,58,914,2020-12-10 16:00:00
587,72,692,2020-12-24 14:00:00
588,37,712,2020-12-04 15:00:00
589,15,904,2020-12-11 18:00:00
590,37,899,2020-11-23 16:00:00
591,39,939,2020-12-17 17:00:00
592,34,635,2020-12-01 16:00:00
593,36,950,2020-11-17 17:00:00
594,42,887,2020-12-07 15:00:00
595,35,840,2020-11-10 14:00:00
596,66,797,2020-11-12 18:00:00
597,3,705,2020-11-22 16:00:00
598,18,651,2020-10-30 17:00:00
599,59,855,2020-10-27 18:00:00
600,54,627,2020-11-07 17:00:00
601,42,756,2020-10-24 17:00:00
602,39,831,2020-10-05 17:00:00
603,42,656,2020-10-09 17:00:00
604,12,712,2020-10-01 14:00:00
605,71,815,2020-10-16 14:00:00
606,32,785,2020-10-04 13:00:00
607,48,1000,2020-09-22 15:00:00
608,48,761,2020-10-06 13:00:00
609,71,648,2020-09-21 18:00:00
610,45,738,2020-09-24 17:00:00
611,6,847,2020-09-17 13:00:00
612,12,849,2020-09-18 14:00:00
613,66,613,2020-09-04 16:00:00
614,69,956,2020-09-08 14:00:00
615,72,632,2020-10-14 15:00:00
616,3,788,2020-08-18 16:00:00
617,9,747,2020-10-20 15:00:00
618,48,644,2020-08-13 18:00:00
619,37,709,2020-10-24 18:00:00
620,42,726,2020-08-18 14:00:00
621,59,823,2020-11-05 18:00:00
622,35,886,2020-08-20 16:00:00
623,45,990,2020-08-26 17:00:00
624,34,898,2020-10-18 18:00:00
625,58,679,2020-08-16 13:00:00
626,69,879,2020-08-30 14:00:00
627,59,706,2020-07-01 17:00:00
628,35,788,2020-10-03 14:00:00
629,58,760,2020-09-13 13:00:00
630,71,874,2020-09-25 16:00:00
631,12,925,2020-06-13 18:00:00
632,59,804,2020-08-21 18:00:00
633,42,614,2020-10-17 17:00:00
634,35,789,2020-08-07 17:00:00
635,58,736,2020-06-08 14:00:00
636,48,616,2020-08-24 18:00:00
637,72,716,2020-05-21 16:00:00
638,9,926,2020-05-29 13:00:00
639,60,951,2020-05-29 16:00:00
640,35,975,2020-05-18 13:00:00
641,48,773,2020-05-03 18:00:00
642,58,757,2020-05-22 16:00:00
643,30,862,2020-05-15 15:00:00
644,35,827,2020-05-03 16:00:00
645,71,734,2020-04-30 16:00:00
646,71,816,2020-04-20 14:00:00
647,58,901,2020-04-19 18:00:00
648,30,727,2020-04-28 18:00:00
649,34,817,2020-04-15 18:00:00
650,60,973,2020-04-05 13:00:00
651,12,722,2020-03-31 15:00:00
652,35,746,2020-03-30 18:00:00
653,36,676,2020-03-25 18:00:00
654,71,841,2020-03-11 14:00:00
655,6,848,2020-03-24 13:00:00
656,34,670,2020-03-14 13:00:00
657,59,780,2020-03-13 13:00:00
658,59,877,2020-03-16 17:00:00
659,30,696,2020-03-10 14:00:00
660,60,678,2020-03-06 15:00:00
661,39,835,2020-02-17 18:00:00
662,30,823,2020-03-03 16:00:00
663,60,790,2020-02-19 13:00:00
664,3,790,2020-02-11 16:00:00
665,15,810,2020-01-23 14:00:00
666,37,761,2020-02-13 16:00:00
667,71,717,2020-02-07 18:00:00
668,60,897,2020-01-30 13:00:00
669,34,837,2020-01-30 14:00:00
670,48,733,2020-01-17 17:00:00
671,45,932,2019-12-31 14:00:00
672,15,869,2020-01-18 13:00:00
673,58,937,2019-12-23 18:00:00
674,18,697,2019-12-25 15:00:00
675,35,779,2019-12-21 16:00:00
676,35,942,2019-12-22 17:00:00
677,71,791,2019-12-31 18:00:00
678,49,760,2019-12-28 16:00:00
679,48,753,2019-12-07 17:00:00
680,60,818,2019-11-19 15:00:00
681,34,686,2019-12-05 13:00:00
682,61,825,2019-11-18 14:00:00
683,66,809,2019-11-15 18:00:00
684,60,902,2019-11-21 18:00:00
685,25,778,2019-11-14 16:00:00
686,24,920,2019-11-13 17:00:00
687,55,878,2019-11-06 17:00:00
688,72,855,2019-10-28 15:00:00
689,37,959,2019-11-02 17:00:00
690,49,791,2019-10-20 14:00:00
691,24,727,2019-10-27 15:00:00
692,61,811,2019-10-06 15:00:00
693,60,868,2019-10-13 14:00:00
694,58,711,2019-10-14 14:00:00
695,61,894,2019-10-01 14:00:00
696,36,849,2019-09-27 17:00:00
697,36,845,2019-09-16 18:00:00
698,34,793,2019-09-17 13:00:00
699,60,890,2019-09-14 15:00:00
700,18,893,2019-09-11 15:00:00
701,69,833,2019-09-11 13:00:00
702,58,851,2019-09-18 16:00:00
703,48,992,2019-08-27 14:00:00
704,71,981,2019-11-07 17:00:00
705,34,713,2019-08-16 18:00:00
706,60,727,2019-10-19 13:00:00
707,58,698,2019-09-28 18:00:00
708,36,996,2019-08-06 16:00:00
709,58,813,2019-09-18 16:00:00
710,60,846,2019-09-12 17:00:00
711,42,736,2019-07-30 18:00:00
712,9,835,2019-08-26 14:00:00
713,59,971,2019-07-08 17:00:00
714,71,932,2019-07-21 17:00:00
715,69,909,2019-07-15 14:00:00
716,66,935,2019-09-19 16:00:00
717,43,961,2019-06-25 16:00:00
718,36,789,2019-06-24 18:00:00
719,34,913,2019-06-21 17:00:00
720,30,978,2019-09-02 17:00:00
721,42,813,2019-06-10 13:00:00
722,54,751,2019-09-14 15:00:00
723,35,948,2019-06-06 16:00:00
724,54,780,2019-05-31 15:00:00
725,9,749,2019-06-01 16:00:00
726,12,866,2019-06-06 18:00:00
727,43,779,2019-05-29 17:00:00
728,57,741,2019-05-09 17:00:00
729,71,872,2019-04-29 14:00:00
730,54,945,2019-04-29 14:00:00
731,24,759,2019-05-05 14:00:00
732,34,752,2019-04-26 13:00:00
733,36,789,2019-04-09 13:00:00
734,58,952,2019-04-11 16:00:00
